Gene ID,Genomic Location (Gene),Gene Name or Symbol
PF3D7_1407300,"Pf3D7_14_v3:263,070..267,617(+)",PRP38B
PF3D7_1407400,"Pf3D7_14_v3:267,209..269,438(-)",N/A
PF3D7_1407500,"Pf3D7_14_v3:269,535..271,698(+)",TRM112
PF3D7_1407600,"Pf3D7_14_v3:271,014..277,357(-)",N/A
PF3D7_1407700,"Pf3D7_14_v3:279,176..280,673(+)",N/A
PF3D7_1407800,"Pf3D7_14_v3:282,209..286,187(+)",PM4
PF3D7_1407900,"Pf3D7_14_v3:287,116..291,277(+)",PMI
PF3D7_1408000,"Pf3D7_14_v3:292,244..295,261(+)",PMII
PF3D7_1408100,"Pf3D7_14_v3:296,683..299,101(+)",PMIII
PF3D7_1408200,"Pf3D7_14_v3:300,579..306,041(-)",AP2-G2
PF3D7_1408300,"Pf3D7_14_v3:312,569..313,296(+)",N/A
PF3D7_1408400,"Pf3D7_14_v3:313,838..318,345(-)",FANCJ
PF3D7_1408500,"Pf3D7_14_v3:319,847..321,454(+)",N/A
PF3D7_1408600,"Pf3D7_14_v3:322,243..324,322(+)",N/A
PF3D7_1408700,"Pf3D7_14_v3:324,334..347,119(-)",N/A
PF3D7_1408800,"Pf3D7_14_v3:348,831..350,857(+)",N/A
PF3D7_1408900,"Pf3D7_14_v3:350,700..352,431(-)",N/A
PF3D7_1409000,"Pf3D7_14_v3:352,521..355,754(-)",N/A
PF3D7_1409100,"Pf3D7_14_v3:355,859..360,616(+)",N/A
PF3D7_1409200,"Pf3D7_14_v3:360,234..362,579(-)",N/A
PF3D7_1409200,"Pf3D7_14_v3:360,234..362,579(-)",N/A
PF3D7_1409300,"Pf3D7_14_v3:362,619..364,640(+)",DDI1
PF3D7_1409400,"Pf3D7_14_v3:365,269..367,978(-)",N/A
PF3D7_1409500,"Pf3D7_14_v3:369,422..373,409(+)",N/A
PF3D7_1409600,"Pf3D7_14_v3:373,950..377,186(+)",N/A
PF3D7_1409700,"Pf3D7_14_v3:377,013..380,614(-)",N/A
PF3D7_1409800,"Pf3D7_14_v3:382,261..386,166(+)",CELF2
PF3D7_1409900,"Pf3D7_14_v3:387,792..392,617(+)",CDS
PF3D7_1410000,"Pf3D7_14_v3:392,855..394,689(-)",EMC2
PF3D7_1410100,"Pf3D7_14_v3:395,877..398,406(+)",N/A
PF3D7_1410200,"Pf3D7_14_v3:399,105..403,567(+)",CTPS
PF3D7_1410300,"Pf3D7_14_v3:403,607..418,311(-)",N/A
PF3D7_1410400,"Pf3D7_14_v3:419,442..423,481(+)",RAP1
PF3D7_1410500,"Pf3D7_14_v3:423,495..424,842(-)",N/A
PF3D7_1410600,"Pf3D7_14_v3:425,584..429,101(+)",eIF2gamma
PF3D7_1410700,"Pf3D7_14_v3:429,125..431,542(-)",N/A
PF3D7_1410800,"Pf3D7_14_v3:432,899..435,698(+)",N/A
PF3D7_1410900,"Pf3D7_14_v3:436,329..440,098(+)",N/A
PF3D7_1411000,"Pf3D7_14_v3:440,206..447,773(+)",N/A
PF3D7_1411000,"Pf3D7_14_v3:440,206..447,773(+)",N/A
PF3D7_1411100,"Pf3D7_14_v3:447,469..451,755(-)",N/A
PF3D7_1411200,"Pf3D7_14_v3:451,761..456,500(-)",ROM8
PF3D7_1411300,"Pf3D7_14_v3:457,646..461,237(+)",N/A
PF3D7_1411400,"Pf3D7_14_v3:460,578..467,594(-)",PREX
PF3D7_1411500,"Pf3D7_14_v3:468,631..472,384(+)",N/A
PF3D7_1411600,"Pf3D7_14_v3:472,825..474,880(+)",Obg1
PF3D7_1411700,"Pf3D7_14_v3:474,972..477,365(+)",N/A
PF3D7_1411800,"Pf3D7_14_v3:477,095..479,654(-)",N/A
PF3D7_1411900,"Pf3D7_14_v3:479,713..482,052(+)",N/A
PF3D7_1412000,"Pf3D7_14_v3:482,070..484,006(+)",N/A
PF3D7_1412100,"Pf3D7_14_v3:484,274..487,738(+)",MCMBP
PF3D7_1412200,"Pf3D7_14_v3:487,436..490,380(-)",N/A
PF3D7_1412300,"Pf3D7_14_v3:491,286..492,947(-)",NTF2
PF3D7_1412400,"Pf3D7_14_v3:493,932..505,187(-)",N/A
PF3D7_1412500,"Pf3D7_14_v3:506,478..509,453(+)",ACT2
PF3D7_1412600,"Pf3D7_14_v3:509,238..511,218(-)",DHS
PF3D7_1412700,"Pf3D7_14_v3:511,818..516,959(+)",N/A
PF3D7_1412800,"Pf3D7_14_v3:515,932..519,380(-)",NMT
PF3D7_1412900,"Pf3D7_14_v3:519,028..523,889(+)",N/A
PF3D7_1412900,"Pf3D7_14_v3:519,028..523,889(+)",N/A
PF3D7_1413000,"Pf3D7_14_v3:523,890..525,305(-)",N/A
PF3D7_1413100,"Pf3D7_14_v3:527,132..529,234(+)",N/A
PF3D7_1413200,"Pf3D7_14_v3:530,058..532,455(-)",N/A
PF3D7_1413300,"Pf3D7_14_v3:532,707..533,532(-)",N/A
PF3D7_1413400,"Pf3D7_14_v3:533,951..536,207(-)",N/A
PF3D7_1413500,"Pf3D7_14_v3:536,446..538,247(-)",SufC
PF3D7_1413600,"Pf3D7_14_v3:538,869..540,572(+)",N/A
PF3D7_1413700,"Pf3D7_14_v3:540,168..546,533(-)",N/A
PF3D7_1413800,"Pf3D7_14_v3:546,796..549,599(+)",DPH1
PF3D7_1413900,"Pf3D7_14_v3:550,913..553,649(+)",N/A
PF3D7_1414000,"Pf3D7_14_v3:552,757..555,969(-)",RPN13
PF3D7_1414100,"Pf3D7_14_v3:557,487..562,812(+)",N/A
PF3D7_1414200,"Pf3D7_14_v3:562,981..566,801(-)",N/A
PF3D7_1414300,"Pf3D7_14_v3:570,027..571,644(+)",N/A
PF3D7_1414400,"Pf3D7_14_v3:573,759..577,168(+)",PP1
PF3D7_1414500,"Pf3D7_14_v3:577,208..589,915(-)",ABCk2
PF3D7_1414600,"Pf3D7_14_v3:590,603..592,740(+)",Pgt1
PF3D7_1414700,"Pf3D7_14_v3:592,791..598,162(-)",N/A
PF3D7_1414800,"Pf3D7_14_v3:599,435..601,403(-)",SMB1
PF3D7_1414900,"Pf3D7_14_v3:601,981..605,559(-)",N/A
PF3D7_1415000,"Pf3D7_14_v3:606,246..607,405(-)",UDG
PF3D7_1415100,"Pf3D7_14_v3:608,580..611,484(+)",N/A
PF3D7_1415200,"Pf3D7_14_v3:611,486..613,217(+)",N/A
PF3D7_1415300,"Pf3D7_14_v3:613,736..616,628(+)",N/A
PF3D7_1415400,"Pf3D7_14_v3:617,813..623,560(+)",N/A
PF3D7_1415500,"Pf3D7_14_v3:623,840..628,505(-)",N/A
PF3D7_1415600,"Pf3D7_14_v3:628,620..633,494(-)",N/A
PF3D7_1415700,"Pf3D7_14_v3:634,236..637,046(-)",SPT
PF3D7_1415800,"Pf3D7_14_v3:639,678..641,985(+)",KsgA1
PF3D7_1415900,"Pf3D7_14_v3:641,606..642,984(-)",N/A
PF3D7_1416000,"Pf3D7_14_v3:643,914..644,989(+)",N/A
PF3D7_1416100,"Pf3D7_14_v3:645,055..648,793(-)",SEY1
PF3D7_1416200,"Pf3D7_14_v3:648,910..658,762(-)",MCA3
PF3D7_1416300,"Pf3D7_14_v3:658,760..660,974(+)",N/A
PF3D7_1416400,"Pf3D7_14_v3:661,098..665,295(-)",N/A
PF3D7_1416500,"Pf3D7_14_v3:667,206..669,129(+)",GDH1
PF3D7_1416600,"Pf3D7_14_v3:669,374..679,741(-)",N/A
PF3D7_1416700,"Pf3D7_14_v3:680,612..682,264(-)",N/A
PF3D7_1416800,"Pf3D7_14_v3:682,466..685,191(+)",KRS2
PF3D7_1416900,"Pf3D7_14_v3:684,962..686,566(-)",N/A
PF3D7_1417000,"Pf3D7_14_v3:688,592..689,740(+)",IMC1l
PF3D7_1417100,"Pf3D7_14_v3:690,145..692,507(+)",N/A
PF3D7_1417200,"Pf3D7_14_v3:693,329..708,432(+)",NOT1
PF3D7_1417300,"Pf3D7_14_v3:708,755..713,627(+)",ATG4
PF3D7_1417400,"Pf3D7_14_v3:714,708..725,998(+)",EPAC
PF3D7_1417500,"Pf3D7_14_v3:726,517..729,371(-)",CBF5
PF3D7_1417600,"Pf3D7_14_v3:730,017..746,011(-)",N/A
PF3D7_1417700,"Pf3D7_14_v3:748,818..752,352(+)",N/A
PF3D7_1417800,"Pf3D7_14_v3:752,903..757,053(+)",MCM2
PF3D7_1417900,"Pf3D7_14_v3:756,645..758,888(-)",ATPTG9
PF3D7_1418000,"Pf3D7_14_v3:759,029..762,021(-)",UFD1
PF3D7_1418100,"Pf3D7_14_v3:762,614..773,407(-)",LISP1
PF3D7_1418200,"Pf3D7_14_v3:775,121..776,382(+)",N/A
PF3D7_1418300,"Pf3D7_14_v3:776,390..777,202(+)",N/A
PF3D7_1418400,"Pf3D7_14_v3:778,092..778,163(+)",N/A
PF3D7_1418500,"Pf3D7_14_v3:779,377..779,495(+)",N/A
PF3D7_1418600,"Pf3D7_14_v3:780,006..780,124(+)",N/A
PF3D7_1418700,"Pf3D7_14_v3:780,916..781,034(+)",N/A
PF3D7_1418800,"Pf3D7_14_v3:782,061..782,363(-)",N/A
PF3D7_1418900,"Pf3D7_14_v3:782,752..786,343(-)",DBP4
PF3D7_1419000,"Pf3D7_14_v3:786,525..791,332(-)",N/A
PF3D7_1419100,"Pf3D7_14_v3:793,391..797,397(+)",DDX55
PF3D7_1419200,"Pf3D7_14_v3:797,071..800,473(-)",ATrx1
PF3D7_1419300,"Pf3D7_14_v3:801,242..804,083(+)",GST
PF3D7_1419400,"Pf3D7_14_v3:803,869..812,354(-)",N/A
PF3D7_1419500,"Pf3D7_14_v3:813,569..814,898(-)",N/A
PF3D7_1419600,"Pf3D7_14_v3:815,258..818,340(-)",N/A
PF3D7_1419700,"Pf3D7_14_v3:819,039..821,674(+)",EIF3H
PF3D7_1419800,"Pf3D7_14_v3:821,701..824,646(-)",GR
PF3D7_1419800,"Pf3D7_14_v3:821,701..824,646(-)",GR
PF3D7_1419900,"Pf3D7_14_v3:825,465..827,532(-)",YTH1
PF3D7_1420000,"Pf3D7_14_v3:828,485..830,942(-)",SF3B4
PF3D7_1420100,"Pf3D7_14_v3:831,758..837,178(-)",N/A
PF3D7_1420200,"Pf3D7_14_v3:838,158..842,717(-)",UNC
PF3D7_1420300,"Pf3D7_14_v3:843,380..844,973(+)",HEP1
PF3D7_1420400,"Pf3D7_14_v3:846,155..849,672(+)",GlyRS
PF3D7_1420500,"Pf3D7_14_v3:849,819..853,349(-)",N/A
PF3D7_1420600,"Pf3D7_14_v3:853,711..856,441(-)",PANK1
PF3D7_1420700,"Pf3D7_14_v3:857,678..863,689(+)",P113
PF3D7_1420800,"Pf3D7_14_v3:863,623..864,820(-)",N/A
PF3D7_1420900,"Pf3D7_14_v3:864,953..867,033(-)",N/A
PF3D7_1421000,"Pf3D7_14_v3:867,794..868,957(-)",DIX
PF3D7_1421100,"Pf3D7_14_v3:870,397..875,176(+)",N/A
PF3D7_1421150,"Pf3D7_14_v3:875,173..875,321(-)",N/A
PF3D7_1421200,"Pf3D7_14_v3:875,687..877,378(-)",RPS25
PF3D7_1421300,"Pf3D7_14_v3:877,441..881,450(-)",N/A
PF3D7_1421400,"Pf3D7_14_v3:881,798..884,182(-)",RPC34
PF3D7_1421500,"Pf3D7_14_v3:884,235..885,074(+)",TIM8
PF3D7_1421600,"Pf3D7_14_v3:885,211..888,459(+)",N/A
PF3D7_1421700,"Pf3D7_14_v3:887,932..888,120(-)",N/A
PF3D7_1421800,"Pf3D7_14_v3:888,580..890,032(-)",N/A
PF3D7_1421900,"Pf3D7_14_v3:890,541..891,622(-)",CTR2
PF3D7_1422000,"Pf3D7_14_v3:891,991..893,290(-)",COX14
PF3D7_1422100,"Pf3D7_14_v3:893,533..895,571(-)",N/A
PF3D7_1422200,"Pf3D7_14_v3:895,874..897,254(-)",N/A
PF3D7_1422300,"Pf3D7_14_v3:897,267..899,556(-)",N/A
PF3D7_1422400,"Pf3D7_14_v3:899,929..905,858(+)",N/A
PF3D7_1422500,"Pf3D7_14_v3:906,564..909,327(+)",HRD1
PF3D7_1422600,"Pf3D7_14_v3:910,212..912,272(+)",N/A
PF3D7_1422700,"Pf3D7_14_v3:913,234..917,625(+)",N/A
PF3D7_1422800,"Pf3D7_14_v3:918,026..920,067(-)",ARP4
PF3D7_1422900,"Pf3D7_14_v3:922,368..924,402(+)",N/A
PF3D7_1423000,"Pf3D7_14_v3:924,840..927,108(-)",NOG2
PF3D7_1423100,"Pf3D7_14_v3:927,631..931,876(+)",N/A
PF3D7_1423200,"Pf3D7_14_v3:932,326..935,581(+)",CYP52
PF3D7_1423300,"Pf3D7_14_v3:935,849..941,730(+)",PP7
PF3D7_1423400,"Pf3D7_14_v3:941,899..947,048(+)",N/A
PF3D7_1423500,"Pf3D7_14_v3:947,041..952,924(-)",N/A
PF3D7_1423600,"Pf3D7_14_v3:953,981..958,714(+)",N/A
PF3D7_1423700,"Pf3D7_14_v3:958,574..965,842(-)",N/A
PF3D7_1423800,"Pf3D7_14_v3:967,040..972,619(+)",VPS3
PF3D7_1423900,"Pf3D7_14_v3:972,775..972,860(-)",N/A
PF3D7_1424000,"Pf3D7_14_v3:973,147..973,225(-)",N/A
PF3D7_1424100,"Pf3D7_14_v3:973,577..977,414(-)",RPL5
PF3D7_1424200,"Pf3D7_14_v3:974,006..974,074(-)",N/A
PF3D7_1424300,"Pf3D7_14_v3:975,241..975,336(-)",N/A
PF3D7_1424400,"Pf3D7_14_v3:976,472..980,866(+)",N/A
PF3D7_1424500,"Pf3D7_14_v3:979,464..979,605(+)",N/A
PF3D7_1424600,"Pf3D7_14_v3:979,767..979,836(+)",N/A
PF3D7_1424700,"Pf3D7_14_v3:981,588..981,671(+)",N/A
PF3D7_1424800,"Pf3D7_14_v3:981,881..981,998(+)",N/A
PF3D7_1424900,"Pf3D7_14_v3:982,154..982,228(+)",N/A
PF3D7_1425000,"Pf3D7_14_v3:982,349..982,520(+)",N/A
PF3D7_1425100,"Pf3D7_14_v3:982,892..983,018(+)",N/A
PF3D7_1425200,"Pf3D7_14_v3:982,400..984,901(-)",N/A
PF3D7_1425300,"Pf3D7_14_v3:985,023..988,047(-)",N/A
PF3D7_1425400,"Pf3D7_14_v3:988,897..992,990(+)",N/A
PF3D7_1425500,"Pf3D7_14_v3:993,652..994,661(+)",N/A
PF3D7_1425600,"Pf3D7_14_v3:994,688..1,001,019(-)",N/A
PF3D7_1425700,"Pf3D7_14_v3:1,005,996..1,008,490(+)",N/A
PF3D7_1425800,"Pf3D7_14_v3:1,008,510..1,012,651(+)",N/A
PF3D7_1425900,"Pf3D7_14_v3:1,012,155..1,014,312(-)",N/A
PF3D7_1426000,"Pf3D7_14_v3:1,015,470..1,017,199(-)",RPL21
PF3D7_1426100,"Pf3D7_14_v3:1,018,646..1,020,564(-)",BTF3
PF3D7_1426200,"Pf3D7_14_v3:1,020,917..1,023,165(-)",PRMT1
PF3D7_1426300,"Pf3D7_14_v3:1,023,202..1,025,765(-)",N/A
PF3D7_1426400,"Pf3D7_14_v3:1,026,262..1,027,215(-)",N/A
PF3D7_1426500,"Pf3D7_14_v3:1,027,682..1,030,025(-)",ABCG2
PF3D7_1426600,"Pf3D7_14_v3:1,030,905..1,035,496(-)",N/A
PF3D7_1426700,"Pf3D7_14_v3:1,035,905..1,042,216(-)",PEPC
PF3D7_1426800,"Pf3D7_14_v3:1,042,553..1,049,929(+)",N/A
PF3D7_1426900,"Pf3D7_14_v3:1,049,648..1,050,707(-)",QCR6
PF3D7_1427000,"Pf3D7_14_v3:1,050,744..1,055,499(+)",N/A
PF3D7_1427100,"Pf3D7_14_v3:1,055,788..1,060,651(+)",N/A
PF3D7_1427200,"Pf3D7_14_v3:1,061,328..1,063,299(+)",SEL4
PF3D7_1427300,"Pf3D7_14_v3:1,064,142..1,069,386(+)",N/A
PF3D7_1427400,"Pf3D7_14_v3:1,077,001..1,080,178(-)",N/A
PF3D7_1427400,"Pf3D7_14_v3:1,077,001..1,080,178(-)",N/A
PF3D7_1427500,"Pf3D7_14_v3:1,081,038..1,084,631(+)",MSH2-1
PF3D7_1427600,"Pf3D7_14_v3:1,084,975..1,087,482(+)",MIT3
PF3D7_1427700,"Pf3D7_14_v3:1,087,040..1,087,805(-)",N/A
PF3D7_1427800,"Pf3D7_14_v3:1,088,099..1,089,750(-)",RRP41
PF3D7_1427900,"Pf3D7_14_v3:1,090,631..1,094,286(+)",N/A
PF3D7_1428000,"Pf3D7_14_v3:1,094,297..1,097,880(+)",N/A
PF3D7_1428100,"Pf3D7_14_v3:1,097,756..1,100,391(-)",WBP11
PF3D7_1428200,"Pf3D7_14_v3:1,100,870..1,104,966(+)",MFS5
PF3D7_1428300,"Pf3D7_14_v3:1,104,979..1,107,504(-)",N/A
PF3D7_1428400,"Pf3D7_14_v3:1,108,066..1,116,168(-)",WDTC1
PF3D7_1428500,"Pf3D7_14_v3:1,118,519..1,126,439(+)",N/A
PF3D7_1428600,"Pf3D7_14_v3:1,126,538..1,129,101(+)",RF1
PF3D7_1428700,"Pf3D7_14_v3:1,129,223..1,132,227(-)",N/A
PF3D7_1428800,"Pf3D7_14_v3:1,132,046..1,134,562(+)",N/A
PF3D7_1428800,"Pf3D7_14_v3:1,132,046..1,134,562(+)",N/A
PF3D7_1428900,"Pf3D7_14_v3:1,134,187..1,139,679(-)",N/A
PF3D7_1429000,"Pf3D7_14_v3:1,140,579..1,141,292(-)",N/A
PF3D7_1429100,"Pf3D7_14_v3:1,141,704..1,144,501(+)",N/A
PF3D7_1429200,"Pf3D7_14_v3:1,144,128..1,148,920(-)",ApiAP2
PF3D7_1429300,"Pf3D7_14_v3:1,150,188..1,153,847(-)",N/A
PF3D7_1429400,"Pf3D7_14_v3:1,154,726..1,163,789(+)",N/A
PF3D7_1429500,"Pf3D7_14_v3:1,164,239..1,166,791(+)",DPH2
PF3D7_1429600,"Pf3D7_14_v3:1,167,130..1,168,075(+)",GEXP03
PF3D7_1429700,"Pf3D7_14_v3:1,167,914..1,169,699(-)",N/A
PF3D7_1429800,"Pf3D7_14_v3:1,170,179..1,175,688(+)",N/A
PF3D7_1429900,"Pf3D7_14_v3:1,176,022..1,181,728(+)",WRN
PF3D7_1430000,"Pf3D7_14_v3:1,180,961..1,183,390(-)",N/A
PF3D7_1430100,"Pf3D7_14_v3:1,184,314..1,187,350(+)",PTPA
PF3D7_1430200,"Pf3D7_14_v3:1,187,398..1,191,764(+)",PMIX
PF3D7_1430300,"Pf3D7_14_v3:1,191,911..1,200,002(-)",N/A
PF3D7_1430400,"Pf3D7_14_v3:1,200,622..1,204,458(+)",ATG5
PF3D7_1430500,"Pf3D7_14_v3:1,205,088..1,206,416(+)",N/A
PF3D7_1430600,"Pf3D7_14_v3:1,207,393..1,210,028(+)",N/A
PF3D7_1430700,"Pf3D7_14_v3:1,210,949..1,213,299(+)",GDH2
PF3D7_1430800,"Pf3D7_14_v3:1,213,677..1,215,778(+)",PIP3
PF3D7_1430900,"Pf3D7_14_v3:1,216,478..1,217,316(-)",COX2B
PF3D7_1431000,"Pf3D7_14_v3:1,217,590..1,219,545(-)",N/A
PF3D7_1431100,"Pf3D7_14_v3:1,220,473..1,223,467(+)",PIP2
PF3D7_1431200,"Pf3D7_14_v3:1,223,443..1,229,071(-)",N/A
PF3D7_1431300,"Pf3D7_14_v3:1,230,044..1,234,486(+)",LSG1
PF3D7_1431400,"Pf3D7_14_v3:1,232,648..1,237,614(-)",SRA
PF3D7_1431500,"Pf3D7_14_v3:1,238,794..1,242,545(-)",MAPK1
PF3D7_1431600,"Pf3D7_14_v3:1,242,924..1,245,905(+)",SCS-beta
PF3D7_1431700,"Pf3D7_14_v3:1,246,677..1,248,407(+)",N/A
PF3D7_1431800,"Pf3D7_14_v3:1,249,311..1,252,547(+)",E-NTPDase
PF3D7_1431900,"Pf3D7_14_v3:1,252,881..1,257,284(+)",ISC3
PF3D7_1432000,"Pf3D7_14_v3:1,256,926..1,259,113(-)",SYN11
PF3D7_1432100,"Pf3D7_14_v3:1,260,840..1,263,051(+)",VAC
PF3D7_1432200,"Pf3D7_14_v3:1,263,521..1,269,011(+)",N/A
PF3D7_1432300,"Pf3D7_14_v3:1,269,368..1,274,693(-)",N/A
PF3D7_1432400,"Pf3D7_14_v3:1,275,758..1,282,905(-)",LRR5
PF3D7_1432500,"Pf3D7_14_v3:1,283,342..1,285,383(+)",N/A
PF3D7_1432600,"Pf3D7_14_v3:1,285,502..1,289,263(-)",N/A
PF3D7_1432700,"Pf3D7_14_v3:1,289,379..1,291,696(-)",N/A
PF3D7_1432800,"Pf3D7_14_v3:1,292,531..1,295,607(-)",N/A
PF3D7_1432900,"Pf3D7_14_v3:1,296,058..1,298,114(-)",N/A
PF3D7_1433000,"Pf3D7_14_v3:1,298,143..1,299,264(-)",NOP10
PF3D7_1433100,"Pf3D7_14_v3:1,299,666..1,303,727(+)",N/A
PF3D7_1433200,"Pf3D7_14_v3:1,304,028..1,308,159(-)",N/A
PF3D7_1433300,"Pf3D7_14_v3:1,309,923..1,312,200(+)",RBAP46
PF3D7_1433400,"Pf3D7_14_v3:1,311,928..1,330,437(-)",PHD2
PF3D7_1433500,"Pf3D7_14_v3:1,331,919..1,339,361(-)",TOP2
PF3D7_1433600,"Pf3D7_14_v3:1,341,334..1,342,539(+)",SPC1
PF3D7_1433700,"Pf3D7_14_v3:1,341,313..1,349,600(-)",N/A
PF3D7_1433800,"Pf3D7_14_v3:1,350,120..1,359,111(-)",N/A
PF3D7_1433900,"Pf3D7_14_v3:1,359,700..1,366,130(+)",N/A
PF3D7_1434000,"Pf3D7_14_v3:1,364,611..1,366,364(-)",CAF16
PF3D7_1434100,"Pf3D7_14_v3:1,366,575..1,368,634(+)",N/A
PF3D7_1434200,"Pf3D7_14_v3:1,368,249..1,371,883(-)",CAM
PF3D7_1434300,"Pf3D7_14_v3:1,370,611..1,375,278(+)",HOP
PF3D7_1434400,"Pf3D7_14_v3:1,375,352..1,377,636(-)",N/A
PF3D7_1434500,"Pf3D7_14_v3:1,378,216..1,403,552(-)",N/A
PF3D7_1434600,"Pf3D7_14_v3:1,403,360..1,407,209(+)",METAP2
PF3D7_1434700,"Pf3D7_14_v3:1,406,574..1,408,705(-)",TIM17
PF3D7_1434800,"Pf3D7_14_v3:1,409,197..1,411,400(+)",N/A
PF3D7_1434900,"Pf3D7_14_v3:1,411,737..1,413,096(+)",N/A
PF3D7_1435000,"Pf3D7_14_v3:1,413,760..1,415,729(+)",COX15
PF3D7_1435100,"Pf3D7_14_v3:1,415,760..1,417,286(-)",N/A
PF3D7_1435200,"Pf3D7_14_v3:1,418,686..1,421,491(+)",N/A
PF3D7_1435300,"Pf3D7_14_v3:1,421,241..1,431,920(-)",N/A
PF3D7_1435400,"Pf3D7_14_v3:1,433,279..1,434,985(-)",EMC4
PF3D7_1435500,"Pf3D7_14_v3:1,435,333..1,437,346(+)",CLC
PF3D7_1435600,"Pf3D7_14_v3:1,437,433..1,443,684(-)",N/A
PF3D7_1435700,"Pf3D7_14_v3:1,444,537..1,450,925(-)",N/A
PF3D7_1435700,"Pf3D7_14_v3:1,444,537..1,450,925(-)",N/A
PF3D7_1435800,"Pf3D7_14_v3:1,452,234..1,454,205(+)",ERA
PF3D7_1435900,"Pf3D7_14_v3:1,454,227..1,455,651(-)",N/A
PF3D7_1436000,"Pf3D7_14_v3:1,456,374..1,460,503(+)",GPI
PF3D7_1436100,"Pf3D7_14_v3:1,460,988..1,468,298(+)",N/A
PF3D7_1436200,"Pf3D7_14_v3:1,467,461..1,474,935(-)",BCP1
PF3D7_1436300,"Pf3D7_14_v3:1,476,538..1,483,887(+)",PTEX150
PF3D7_1436400,"Pf3D7_14_v3:1,483,903..1,488,496(+)",N/A
PF3D7_1436500,"Pf3D7_14_v3:1,488,559..1,490,278(+)",N/A
PF3D7_1436600,"Pf3D7_14_v3:1,490,321..1,494,453(-)",PKG
PF3D7_1436700,"Pf3D7_14_v3:1,494,872..1,498,533(-)",N/A
PF3D7_1436800,"Pf3D7_14_v3:1,498,758..1,499,902(-)",ClpR
PF3D7_1436900,"Pf3D7_14_v3:1,499,927..1,501,739(-)",N/A
PF3D7_1437000,"Pf3D7_14_v3:1,502,507..1,505,459(+)",NAT8
PF3D7_1437100,"Pf3D7_14_v3:1,505,496..1,506,974(+)",N/A
PF3D7_1437200,"Pf3D7_14_v3:1,506,995..1,511,703(-)",N/A
PF3D7_1437300,"Pf3D7_14_v3:1,513,414..1,515,796(-)",N/A
PF3D7_1437400,"Pf3D7_14_v3:1,517,047..1,519,845(+)",PANK2
PF3D7_1437500,"Pf3D7_14_v3:1,521,105..1,521,920(+)",N/A
PF3D7_1437600,"Pf3D7_14_v3:1,522,980..1,525,078(+)",N/A
PF3D7_1437700,"Pf3D7_14_v3:1,525,117..1,528,540(-)",N/A
PF3D7_1437800,"Pf3D7_14_v3:1,530,017..1,532,363(-)",TRAPPC5
PF3D7_1437900,"Pf3D7_14_v3:1,531,955..1,536,263(+)",HSP40
PF3D7_1438000,"Pf3D7_14_v3:1,535,717..1,539,580(-)",N/A
PF3D7_1438100,"Pf3D7_14_v3:1,540,920..1,543,553(-)",SEC62
PF3D7_1438200,"Pf3D7_14_v3:1,545,146..1,545,235(-)",N/A
PF3D7_1438300,"Pf3D7_14_v3:1,546,224..1,546,297(+)",N/A
PF3D7_1438400,"Pf3D7_14_v3:1,548,072..1,557,053(+)",MCA2
PF3D7_1438500,"Pf3D7_14_v3:1,557,114..1,561,108(-)",CPSF3
PF3D7_1438600,"Pf3D7_14_v3:1,561,526..1,563,812(+)",GET4
PF3D7_1438700,"Pf3D7_14_v3:1,564,541..1,568,049(+)",N/A
PF3D7_1438800,"Pf3D7_14_v3:1,570,403..1,574,738(+)",MD1
PF3D7_1438900,"Pf3D7_14_v3:1,575,439..1,577,046(+)",Trx-Px1
PF3D7_1439000,"Pf3D7_14_v3:1,577,456..1,579,573(+)",CTR1
PF3D7_1439100,"Pf3D7_14_v3:1,579,582..1,588,900(+)",N/A
PF3D7_1439200,"Pf3D7_14_v3:1,588,952..1,593,131(+)",N/A
PF3D7_1439300,"Pf3D7_14_v3:1,593,673..1,600,675(+)",N/A
PF3D7_1439400,"Pf3D7_14_v3:1,600,284..1,602,646(-)",N/A
PF3D7_1439500,"Pf3D7_14_v3:1,606,643..1,611,876(+)",ORP2
PF3D7_1439600,"Pf3D7_14_v3:1,612,049..1,613,376(-)",NDUFA4
PF3D7_1439700,"Pf3D7_14_v3:1,613,546..1,617,193(-)",N/A
PF3D7_1439800,"Pf3D7_14_v3:1,618,070..1,620,337(+)",N/A
PF3D7_1439900,"Pf3D7_14_v3:1,621,742..1,624,074(+)",TIM
PF3D7_1440000,"Pf3D7_14_v3:1,624,013..1,631,734(-)",N/A
PF3D7_1440100,"Pf3D7_14_v3:1,632,713..1,636,867(-)",RAD21
PF3D7_1440200,"Pf3D7_14_v3:1,638,717..1,647,251(+)",SPP
PF3D7_1440300,"Pf3D7_14_v3:1,638,717..1,641,760(+)",PBGS
PF3D7_1440400,"Pf3D7_14_v3:1,647,006..1,652,199(-)",N/A
PF3D7_1440500,"Pf3D7_14_v3:1,653,495..1,655,996(+)",N/A
PF3D7_1440600,"Pf3D7_14_v3:1,656,288..1,660,015(+)",SOC3
PF3D7_1440700,"Pf3D7_14_v3:1,659,431..1,663,587(-)",AP3M
PF3D7_1440800,"Pf3D7_14_v3:1,665,064..1,668,100(+)",MFS6
PF3D7_1440900,"Pf3D7_14_v3:1,668,319..1,670,272(+)",N/A
PF3D7_1441000,"Pf3D7_14_v3:1,669,946..1,673,071(-)",NCS2
PF3D7_1441100,"Pf3D7_14_v3:1,673,090..1,677,720(-)",N/A
